disease,symptom,disease_umls,symptom_umls,weight
Tendinopathy,Neuralgia,C1568272,C0027796,1
Tendinopathy,Obesity,C1568272,C0028754,1
Tendinopathy,"Pain, Postoperative",C1568272,C0030201,1
Tendinopathy,"Pain, Splitting",C1568272,C0458257,2
Tendinopathy,Shoulder Pain,C1568272,C0037011,1
Tendinopathy,Vertebrogenic Pain Syndrome,C1568272,C0750949,1
Tendon Entrapment,Dysesthesia,C0158329,C0392699,1
Tendon Entrapment,"Pain, Splitting",C0158329,C0458257,1
Tendon Injuries,Arthralgia,C0039504,C0003862,1
Tendon Injuries,Edema,C0039504,C0013604,1
Tendon Injuries,"Gait, Festinating",C0039504,C0231694,1
Tendon Injuries,Muscle Weakness,C0039504,C0151786,1
Tendon Injuries,Muscular Atrophy,C0039504,C0026846,1
Tendon Injuries,"Pain, Intractable",C0039504,C0030200,1
Tendon Injuries,"Pain, Postoperative",C0039504,C0030201,1
Tendon Injuries,"Pain, Splitting",C0039504,C0458257,1
Tendon Injuries,Shoulder Pain,C0039504,C0037011,1
Tendon Injuries,Todd Paralysis,C0039504,C0234544,1
Tennis Elbow,Allodynia,C0039516,C0458247,1
Tennis Elbow,Arthralgia,C0039516,C0003862,1
Tennis Elbow,Edema,C0039516,C0013604,1
Tennis Elbow,"Facial Pain, Referred",C0039516,C0751136,1
Tennis Elbow,Muscle Weakness,C0039516,C0151786,1
Tennis Elbow,Neck Pain,C0039516,C0007859,1
Tennis Elbow,"Pain, Splitting",C0039516,C0458257,1
Tennis Elbow,Paresis,C0039516,C0030552,1
Tennis Elbow,Shoulder Pain,C0039516,C0037011,1
Tennis Elbow,"Syncope, Cerebral",C0039516,C0751721,1
Tenosynovitis,Arthralgia,C0039520,C0003862,1
Tenosynovitis,"Diplopia, Refractive",C0039520,C0271186,1
Tenosynovitis,Dysmenorrhea,C0039520,C0013390,1
Tenosynovitis,Edema,C0039520,C0013604,1
Tenosynovitis,Internal Ophthalmoplegia,C0039520,C0339693,1
Tenosynovitis,Metatarsalgia,C0039520,C0025587,1
Tenosynovitis,Muscle Cramp,C0039520,C0026821,1
Tenosynovitis,"Pain, Intractable",C0039520,C0030200,1
Tenosynovitis,"Pain, Splitting",C0039520,C0458257,1
Tenosynovitis,Shoulder Pain,C0039520,C0037011,1
Tension Headache,Allodynia,C0033893,C0458247,1
Tension Headache,"Facial Pain, Referred",C0033893,C0751136,1
Tension Headache,Hemicrania,C0033893,C0877781,1
Tension Headache,Nausea,C0033893,C0027497,1
Tension Headache,Neck Pain,C0033893,C0007859,1
Tension Headache,Neuralgia,C0033893,C0027796,1
Tension Headache,Neuralgic Facial Pain,C0033893,C0751135,1
Tension Headache,"Pain, Splitting",C0033893,C0458257,1
Tension Headache,Photophobia,C0033893,C0085636,1
Tension Headache,Shoulder Pain,C0033893,C0037011,1
Teratocarcinoma,Abdominal Pain,C0206664,C0000737,1
Teratocarcinoma,"Paraplegia, Cerebral",C0206664,C0278114,1
Terminal insomnia,Age-Related Memory Disorders,C0541798,C0751292,1
Terminal insomnia,Depressive Symptoms,C0541798,C0086132,1
Terminal insomnia,"Hallucinations, Kinesthetic",C0541798,C0544668,1
Terminal insomnia,Hot flushes,C0541798,C0600142,1
Terminal insomnia,Hypersomnia,C0541798,C0917799,1
Terminal insomnia,Lassitude,C0541798,C0086525,1
Terminal insomnia,"Myoclonus, Intention",C0541798,C0021712,1
Terminal insomnia,Pseudoakathisia,C0541798,C0751647,1
Terminal insomnia,Psychomotor Agitation,C0541798,C3887612,1
Terminal insomnia,Psychophysiologic Disorders,C0541798,C0033931,1
Terminal insomnia,REM Sleep Deprivation,C0541798,C0751506,1
Terminal insomnia,Snoring,C0541798,C0037384,1
Testicular Diseases,Body Weight,C0039584,C0005910,1
Testicular Diseases,"Color Blindness, Red",C0039584,C0155015,1
Testicular Diseases,Edema,C0039584,C0013604,1
Testicular Diseases,Feminization,C0039584,C0015799,1
Testicular Diseases,Muscular Atrophy,C0039584,C0026846,1
Testicular Diseases,Neuralgia,C0039584,C0027796,1
Testicular Diseases,"Pain, Postoperative",C0039584,C0030201,1
Testicular Diseases,"Pain, Splitting",C0039584,C0458257,1
Testicular Diseases,Purpura,C0039584,C0034150,1
Testicular Diseases,Synkinesis,C0039584,C0234362,1
Testicular Hematocele,Abdominal Pain,C1262061,C0000737,1
Testicular Hematocele,Edema,C1262061,C0013604,1
Testicular Hematocele,Reticulocytosis,C1262061,C0206160,1
Testicular Hydrocele,"Abdomen, Acute",C1720771,C0000727,1
Testicular Hydrocele,Abdominal Pain,C1720771,C0000737,1
Testicular Hydrocele,Birth Weight,C1720771,C0005612,1
Testicular Hydrocele,Ecchymosis,C1720771,C0013491,1
Testicular Hydrocele,Edema,C1720771,C0013604,1
Testicular Hydrocele,Neurologic Manifestations,C1720771,C0027854,1
Testicular Hydrocele,"Pain, Splitting",C1720771,C0458257,1
Testicular hypogonadism,"Ataxia, Appendicular",C0151721,C0750937,1
Testicular hypogonadism,Benign Hereditary Chorea,C0151721,C0393584,1
Testicular hypogonadism,Body Weight,C0151721,C0005910,1
Testicular hypogonadism,"Color Blindness, Red",C0151721,C0155015,1
Testicular hypogonadism,Facial paralysis,C0151721,C0015469,1
Testicular hypogonadism,Internal Ophthalmoplegia,C0151721,C0339693,1
Testicular hypogonadism,Obesity,C0151721,C0028754,1
Testicular hypogonadism,Olfaction Disorders,C0151721,C0553757,1
Tetanilla,Ciliary Body Spasm,C0917812,C0235229,1
Tetanilla,Colonic Inertia,C0917812,C1257861,1
Tetanilla,Dysesthesia,C0917812,C0392699,1
Tetanilla,Hyperventilation,C0917812,C0020578,1
Tetanilla,Muscle Cramp,C0917812,C0026821,1
Tetanilla,Myotonus (finding),C0917812,C0700153,1
Tetanilla,Nonepileptic Seizures,C0917812,C3495874,1
Tetanilla,Presyncope,C0917812,C0700200,1
Tetanilla,Psychophysiologic Disorders,C0917812,C0033931,1
Tetanilla,"Stuttering, Adult",C0917812,C0751527,1
Tetanus,Ciliary Body Spasm,C0039614,C0235229,2
Tetanus,Facial paralysis,C0039614,C0015469,1
Tetanus,Fever,C0039614,C0015967,1
Tetanus,Gegenhalten,C0039614,C0231519,1
Tetanus,Hemicrania,C0039614,C0877781,1
Tetanus,Lockjaw,C0039614,C0343495,1
Tetanus,Muscle Cramp,C0039614,C0026821,1
Tetanus,Muscle Spasticity,C0039614,C0026838,1
Tetanus,"Myoclonus, Intention",C0039614,C0021712,1
Tetanus,Nonepileptic Seizures,C0039614,C3495874,2
Tetanus,Psychogenic coma,C0039614,C0860634,1
Tetanus,"Reflex, Pendular",C0039614,C0277850,1
Tetanus,Sweating,C0039614,C0038990,1
Tethered Cord Syndrome,Birth Weight,C0080218,C0005612,1
Tethered Cord Syndrome,Colonic Inertia,C0080218,C1257861,1
Tethered Cord Syndrome,Fever,C0080218,C0015967,1
Tethered Cord Syndrome,Neurogenic Urinary Bladder,C0080218,C0005697,1
Tethered Cord Syndrome,Obesity,C0080218,C0028754,1
Tethered Cord Syndrome,"Paraparesis, Cerebral",C0080218,C0278118,1
Tethered Cord Syndrome,Recurrent Low Back Pain,C0080218,C0751648,1
Tethered Cord Syndrome,"Reflex, Pendular",C0080218,C0277850,1
Tethered Cord Syndrome,Urinary Incontinence,C0080218,C0042024,1
Tethered Cord Syndrome,Vertebrogenic Pain Syndrome,C0080218,C0750949,1
Tetralogy of Fallot,Birth Weight,C0039685,C0005612,1
Tetralogy of Fallot,Ciliary Body Spasm,C0039685,C0235229,1
Tetralogy of Fallot,Cyanosis,C0039685,C0010520,1
Tetralogy of Fallot,Hemoptysis,C0039685,C0019079,1
Tetralogy of Fallot,"Hydrops Fetalis, Non-Immune",C0039685,C0455988,1
Tetralogy of Fallot,Innocent Murmurs,C0039685,C0232255,1
Tetralogy of Fallot,Low Cardiac Output,C0039685,C0007166,1
Tetralogy of Fallot,Orthopnea,C0039685,C0085619,1
Tetralogy of Fallot,Paroxysmal nocturnal dyspnea,C0039685,C1956415,1
Tetralogy of Fallot,Presyncope,C0039685,C0700200,1
Thalassemia,Conductive hearing loss,C0039730,C0018777,1
Thalassemia,Edema,C0039730,C0013604,1
Thalassemia,Hemoglobinuria,C0039730,C0019048,1
Thalassemia,"Hydrops Fetalis, Non-Immune",C0039730,C0455988,1
Thalassemia,"Jaundice, Hemolytic",C0039730,C0242183,2
Thalassemia,Lassitude,C0039730,C0086525,1
Thalassemia,Nonepileptic Seizures,C0039730,C3495874,1
Thalassemia,Pallor,C0039730,C0030232,1
Thalassemia,"Paraplegia, Cerebral",C0039730,C0278114,1
Thalassemia,Proteinuria,C0039730,C0033687,1
Thalassemia,Sensorineural Hearing Loss (disorder),C0039730,C0018784,1
Thalassemia,Splenomegaly,C0039730,C0038002,1
Thalassemia,Visual Impairment,C0039730,C3665347,1
Thalassemia Minor,Albuminuria,C0085578,C0001925,1
Thalassemia Minor,Arthralgia,C0085578,C0003862,1
Thalassemia Minor,Body Weight,C0085578,C0005910,1
Thalassemia Minor,Hemoglobinuria,C0085578,C0019048,1
Thalassemia Minor,Hypercalciuria,C0085578,C0020438,1
Thalassemia Minor,"Jaundice, Hemolytic",C0085578,C0242183,1
Thalassemia Minor,Orthopnea,C0085578,C0085619,1
Thalassemia Minor,Proteinuria,C0085578,C0033687,1
Thalassemia Minor,Sensorineural Hearing Loss (disorder),C0085578,C0018784,1
Thalassemia Minor,Vertebrogenic Pain Syndrome,C0085578,C0750949,1
Thanatophoric Dysplasia,Birth Weight,C0039743,C0005612,1
Thanatophoric Dysplasia,Body Weight,C0039743,C0005910,1
Thanatophoric Dysplasia,Distorted hearing,C0039743,C0877848,1
Thanatophoric Dysplasia,Edema,C0039743,C0013604,1
Thanatophoric Dysplasia,Sensorineural Hearing Loss (disorder),C0039743,C0018784,1
Thecoma,"Abdomen, Acute",C0039747,C0000727,1
Thecoma,Androgenization,C0039747,C1452968,1
Thecoma,Cachexia,C0039747,C0006625,1
Thecoma,Edema,C0039747,C0013604,1
Thecoma,Feminization,C0039747,C0015799,1
Thecoma,Hirsutism,C0039747,C0019572,1
Thecoma,Neurogenic Hoarseness,C0039747,C0751201,1
Thecoma,Obesity,C0039747,C0028754,1
Thecoma,Vertebrogenic Pain Syndrome,C0039747,C0750949,1
Thiamine Deficiency,Age-Related Memory Disorders,C0039841,C0751292,1
Thiamine Deficiency,Amnesia,C0039841,C0002622,1
Thiamine Deficiency,"Ataxia, Appendicular",C0039841,C0750937,1
Thiamine Deficiency,Body Weight,C0039841,C0005910,1
Thiamine Deficiency,Disorientation,C0039841,C0233407,1
Thiamine Deficiency,Hyperemesis Gravidarum,C0039841,C0020450,1
Thiamine Deficiency,"Hypothermia, Accidental",C0039841,C0274285,1
Thiamine Deficiency,Nonepileptic Seizures,C0039841,C3495874,1
Thiamine Deficiency,Subacute Delirium,C0039841,C0154333,1
Thiamine Deficiency,Wernicke-Korsakoff Syndrome,C0039841,C0349464,1
Thoracic Diseases,"Abdomen, Acute",C0039978,C0000727,1
Thoracic Diseases,Angina Pectoris,C0039978,C0002962,1
Thoracic Diseases,Chest Pain,C0039978,C0008031,1
Thoracic Diseases,Ciliary Body Spasm,C0039978,C0235229,1
Thoracic Diseases,Coughing,C0039978,C0010200,1
Thoracic Diseases,Hemoptysis,C0039978,C0019079,1
Thoracic Diseases,Hypercapnia,C0039978,C0020440,1
Thoracic Diseases,Hypoventilation,C0039978,C3203358,1
Thoracic Diseases,Orthopnea,C0039978,C0085619,1
Thoracic Diseases,"Pain, Splitting",C0039978,C0458257,1
Thoracic Injuries,Angina Pectoris,C0039980,C0002962,1
Thoracic Injuries,Chest Pain,C0039980,C0008031,1
Thoracic Injuries,Cyanosis,C0039980,C0010520,1
Thoracic Injuries,Hemoptysis,C0039980,C0019079,1
Thoracic Injuries,Hypoventilation,C0039980,C3203358,1
Thoracic Injuries,Innocent Murmurs,C0039980,C0232255,1
Thoracic Injuries,Orthopnea,C0039980,C0085619,1
Thoracic Injuries,"Pain, Splitting",C0039980,C0458257,1
Thoracic Injuries,"Paraplegia, Cerebral",C0039980,C0278114,1
Thoracic Injuries,Psychogenic coma,C0039980,C0860634,1
Thoracic Neoplasms,Albuminuria,C0039981,C0001925,1
Thoracic Neoplasms,Chest Pain,C0039981,C0008031,1
Thoracic Neoplasms,Coughing,C0039981,C0010200,1
Thoracic Neoplasms,Hemoptysis,C0039981,C0019079,1
Thoracic Neoplasms,"Horner Syndrome, Acquired",C0039981,C0751203,1
Thoracic Neoplasms,"Hydrops Fetalis, Non-Immune",C0039981,C0455988,1
Thoracic Neoplasms,Orthopnea,C0039981,C0085619,1
Thoracic Neoplasms,"Pain, Splitting",C0039981,C0458257,1
Thoracic Neoplasms,Recurrent Laryngeal Nerve Paralysis,C0039981,C0542142,1
Thoracic Neoplasms,Respiratory Paralysis,C0039981,C0035232,1
Thoracic spondylosis,Babinski Reflex,C1261380,C0034935,1
Thoracic spondylosis,Brown-Sequard's Paralysis,C1261380,C0751693,1
Thoracic spondylosis,Central Nervous System Origin Vertigo,C1261380,C0155503,1
Thoracic spondylosis,"Gait, Festinating",C1261380,C0231694,1
Thoracic spondylosis,Lightheadedness,C1261380,C0220870,1
Thoracic spondylosis,Muscle Weakness,C1261380,C0151786,1
Thoracic spondylosis,Muscular Atrophy,C1261380,C0026846,1
Thoracic spondylosis,Neck Pain,C1261380,C0007859,1
Thoracic spondylosis,Paresis,C1261380,C0030552,1
Thoracic spondylosis,Recurrent Low Back Pain,C1261380,C0751648,1
Threatened abortion,Abdominal Pain,C0000821,C0000737,1
Threatened abortion,"Auditory Processing Disorder, Central",C0000821,C0751257,1
Threatened abortion,Birth Weight,C0000821,C0005612,1
Threatened abortion,Fetal Anoxia,C0000821,C0015924,1
Threatened abortion,Hirsutism,C0000821,C0019572,1
Threatened abortion,Hyperemesis Gravidarum,C0000821,C0020450,1
Threatened abortion,Labor Pain,C0000821,C0474368,1
Threatened abortion,Obesity,C0000821,C0028754,1
Threatened abortion,Pelvic Pain,C0000821,C0030794,1
Threatened abortion,"Scotoma, Paracecal",C0000821,C0544679,1
Thrombasthenia,Abdominal Pain,C0040015,C0000737,1
Thrombasthenia,Arthralgia,C0040015,C0003862,1
Thrombasthenia,Ecchymosis,C0040015,C0013491,1
Thrombasthenia,Eye Hemorrhage,C0040015,C0015402,1
Thrombasthenia,"Hearing Loss, Extreme",C0040015,C0086395,1
Thrombasthenia,Immune thrombocytopenic purpura,C0040015,C0398650,1
Thrombasthenia,Oral Hemorrhage,C0040015,C0029163,1
Thrombasthenia,Purpura,C0040015,C0034150,1
Thrombasthenia,Thrombocytopenic purpura,C0040015,C0857305,1
Thromboangiitis Obliterans,Abdominal Pain,C0040021,C0000737,1
Thromboangiitis Obliterans,Acquired Spelling Dyslexia,C0040021,C0751091,1
Thromboangiitis Obliterans,Agraphia,C0040021,C0001825,1
Thromboangiitis Obliterans,"Aphasia, Semantic",C0040021,C0234482,1
Thromboangiitis Obliterans,Cyanosis,C0040021,C0010520,1
Thromboangiitis Obliterans,"Hemiplegia, Infantile",C0040021,C0392550,1
Thromboangiitis Obliterans,Intermittent Claudication,C0040021,C0021775,1
Thromboangiitis Obliterans,Livedo Reticularis,C0040021,C0085642,1
Thromboangiitis Obliterans,"Pain, Intractable",C0040021,C0030200,1
Thromboangiitis Obliterans,Phantom Limb Syndrome,C0040021,C0031315,1
Thrombocytopenia,Acute Coronary Syndrome,C0040034,C0948089,1
Thrombocytopenia,Ecchymosis,C0040034,C0013491,1
Thrombocytopenia,Familial Thrombotic Thrombocytopenic Purpura,C0040034,C1956258,1
Thrombocytopenia,Fatigue,C0040034,C0015672,1
Thrombocytopenia,Fever,C0040034,C0015967,2
Thrombocytopenia,"Hearing Loss, Extreme",C0040034,C0086395,1
Thrombocytopenia,Hemorrhage,C0040034,C0019080,1
Thrombocytopenia,Hypotension,C0040034,C0020649,1
Thrombocytopenia,"Hypothermia, Accidental",C0040034,C0274285,1
Thrombocytopenia,Immune thrombocytopenic purpura,C0040034,C0398650,1
Thrombocytopenia,Monocytosis,C0040034,C0085702,1
Thrombocytopenia,Myocardial Preinfarction Syndrome,C0040034,C0086666,1
Thrombocytopenia,Oral Hemorrhage,C0040034,C0029163,1
Thrombocytopenia,Posterior rhinorrhea,C0040034,C0032781,1
Thrombocytopenia,Pruritus,C0040034,C0033774,1
Thrombocytopenia,Purpura,C0040034,C0034150,1
Thrombocytopenia,Tachypnea,C0040034,C0231835,1
Thrombocytopenia,Thrombocytopenic purpura,C0040034,C0857305,1
Thrombocytopenic purpura,Ecchymosis,C0857305,C0013491,1
Thrombocytopenic purpura,Eye Hemorrhage,C0857305,C0015402,1
Thrombocytopenic purpura,Familial Thrombotic Thrombocytopenic Purpura,C0857305,C1956258,1
Thrombocytopenic purpura,Hemoglobinuria,C0857305,C0019048,1
Thrombocytopenic purpura,Hypergammaglobulinemia,C0857305,C0020455,1
Thrombocytopenic purpura,Immune thrombocytopenic purpura,C0857305,C0398650,1
Thrombocytopenic purpura,Muscle Cramp,C0857305,C0026821,1
Thrombocytopenic purpura,Oral Hemorrhage,C0857305,C0029163,1
Thrombocytopenic purpura,Oral Manifestations,C0857305,C0029166,1
Thrombocytopenic purpura,Purpura,C0857305,C0034150,1
Thrombocytosis,Angina Pectoris,C0836924,C0002962,1
Thrombocytosis,Dysesthesia,C0836924,C0392699,1
Thrombocytosis,Familial Thrombotic Thrombocytopenic Purpura,C0836924,C1956258,1
Thrombocytosis,Fever,C0836924,C0015967,1
Thrombocytosis,Hemicrania,C0836924,C0877781,1
Thrombocytosis,"Hemiplegia, Infantile",C0836924,C0392550,1
Thrombocytosis,Immune thrombocytopenic purpura,C0836924,C0398650,1
Thrombocytosis,Myocardial Preinfarction Syndrome,C0836924,C0086666,1
Thrombocytosis,Photophobia,C0836924,C0085636,1
Thrombocytosis,Thrombocytopenic purpura,C0836924,C0857305,1
"Thrombocytosis, Autosomal Dominant",Acute Coronary Syndrome,C3489628,C0948089,1
"Thrombocytosis, Autosomal Dominant",Angina Pectoris,C3489628,C0002962,1
"Thrombocytosis, Autosomal Dominant",Blindness both eyes NOS (disorder),C3489628,C1879328,1
"Thrombocytosis, Autosomal Dominant",Cyanosis,C3489628,C0010520,1
"Thrombocytosis, Autosomal Dominant",Hematemesis,C3489628,C0018926,1
"Thrombocytosis, Autosomal Dominant",Hemicrania,C3489628,C0877781,1
"Thrombocytosis, Autosomal Dominant",Immune thrombocytopenic purpura,C3489628,C0398650,1
"Thrombocytosis, Autosomal Dominant",Myocardial Preinfarction Syndrome,C3489628,C0086666,1
"Thrombocytosis, Autosomal Dominant",Oral Hemorrhage,C3489628,C0029163,1
"Thrombocytosis, Autosomal Dominant",Thrombocytopenic purpura,C3489628,C0857305,1
Thromboembolism,"Abdomen, Acute",C0040038,C0000727,1
Thromboembolism,Acute Coronary Syndrome,C0040038,C0948089,1
Thromboembolism,Angina Pectoris,C0040038,C0002962,1
Thromboembolism,"Hemiplegia, Infantile",C0040038,C0392550,1
Thromboembolism,Intermittent Claudication,C0040038,C0021775,1
Thromboembolism,Morbid obesity,C0040038,C0028756,1
Thromboembolism,Myocardial Preinfarction Syndrome,C0040038,C0086666,1
Thromboembolism,Obesity,C0040038,C0028754,1
Thromboembolism,Orthopnea,C0040038,C0085619,1
Thromboembolism,Proteinuria,C0040038,C0033687,1
Thrombophilia,Acute Coronary Syndrome,C0398623,C0948089,1
Thrombophilia,Albuminuria,C0398623,C0001925,1
Thrombophilia,Amaurosis Fugax,C0398623,C0149793,1
Thrombophilia,Angina Pectoris,C0398623,C0002962,1
Thrombophilia,Birth Weight,C0398623,C0005612,1
Thrombophilia,Ecchymosis,C0398623,C0013491,1
Thrombophilia,Familial Thrombotic Thrombocytopenic Purpura,C0398623,C1956258,1
Thrombophilia,Immune thrombocytopenic purpura,C0398623,C0398650,1
Thrombophilia,Myocardial Preinfarction Syndrome,C0398623,C0086666,1
Thrombophilia,Obesity,C0398623,C0028754,1
Thrombotic Microangiopathies,Diarrhea,C2717961,C0011991,1
Thrombotic Microangiopathies,Familial Thrombotic Thrombocytopenic Purpura,C2717961,C1956258,1
Thrombotic Microangiopathies,Immune thrombocytopenic purpura,C2717961,C0398650,1
Thrombotic Microangiopathies,Nonepileptic Seizures,C2717961,C3495874,1
Thrombotic Microangiopathies,Orthopnea,C2717961,C0085619,1
Thrombotic Microangiopathies,Proteinuria,C2717961,C0033687,1
Thrombotic Microangiopathies,Thrombocytopenic purpura,C2717961,C0857305,1
Thrombus,"Abdomen, Acute",C0087086,C0000727,1
Thrombus,Acute Coronary Syndrome,C0087086,C0948089,1
Thrombus,Angina Pectoris,C0087086,C0002962,1
Thrombus,Anorexia,C0087086,C0003123,1
Thrombus,Edema,C0087086,C0013604,1
Thrombus,Facial Paresis,C0087086,C0427055,1
Thrombus,Familial Thrombotic Thrombocytopenic Purpura,C0087086,C1956258,1
Thrombus,Hemodynamically stable,C0087086,C0578150,1
Thrombus,Hypertonicity,C0087086,C0235396,1
Thrombus,Hypoalbuminemia,C0087086,C0239981,1
Thrombus,Hypokinesia,C0087086,C0086439,1
Thrombus,Intermittent Claudication,C0087086,C0021775,1
Thrombus,Myocardial Preinfarction Syndrome,C0087086,C0086666,1
Thrombus,Obesity,C0087086,C0028754,1
Thrombus,Orthopnea,C0087086,C0085619,1
Thrombus,Proteinuria,C0087086,C0033687,1
Thrombus,Pruritus,C0087086,C0033774,1
Thrombus,Shortness of Breath,C0087086,C0392680,1
Thrombus,Sore to touch,C0087086,C0234233,1
Thrombus,Vomiting,C0087086,C0042963,1
Thymic Carcinoma,Chest Pain,C0205969,C0008031,1
Thymic Carcinoma,Coughing,C0205969,C0010200,1
Thymic Carcinoma,Diarrhea,C0205969,C0011991,1
Thymic Carcinoma,"Fasciculation, Skeletal Muscle",C0205969,C0541957,1
Thymic Carcinoma,Hypergammaglobulinemia,C0205969,C0020455,1
Thymic Carcinoma,Immune thrombocytopenic purpura,C0205969,C0398650,1
Thymic Carcinoma,Muscle Weakness,C0205969,C0151786,1
Thymic Carcinoma,Orthopnea,C0205969,C0085619,1
Thymic Carcinoma,Presyncope,C0205969,C0700200,1
Thymic Carcinoma,Thrombocytopenic purpura,C0205969,C0857305,1
Thymus Hyperplasia,Body Weight,C0040115,C0005910,1
Thymus Hyperplasia,Coughing,C0040115,C0010200,1
Thymus Hyperplasia,Cyanosis,C0040115,C0010520,1
Thymus Hyperplasia,Eye Manifestations,C0040115,C0015411,1
Thymus Hyperplasia,Fever of Unknown Origin,C0040115,C0015970,1
Thymus Hyperplasia,Innocent Murmurs,C0040115,C0232255,1
Thymus Hyperplasia,Lassitude,C0040115,C0086525,1
Thymus Hyperplasia,Muscle Weakness,C0040115,C0151786,1
Thymus Hyperplasia,Orthopnea,C0040115,C0085619,1
Thymus Hyperplasia,Tetanilla,C0040115,C0917812,1
Thyroglossal Cyst,Apnea,C0040124,C0003578,1
Thyroglossal Cyst,Body Weight,C0040124,C0005910,1
Thyroglossal Cyst,Colonic Inertia,C0040124,C1257861,1
Thyroglossal Cyst,Cyanosis,C0040124,C0010520,1
Thyroglossal Cyst,Neurogenic Hoarseness,C0040124,C0751201,1
Thyroglossal Cyst,Orthopnea,C0040124,C0085619,1
Thyroglossal Cyst,Pleural Rub,C0040124,C0032230,1
Thyroglossal Cyst,Recurrent Laryngeal Nerve Paralysis,C0040124,C0542142,1
Thyroglossal Cyst,Spasmodic torticollis,C0040124,C0152116,1
Thyroglossal Cyst,"Voice Disorder, Neurologic",C0040124,C0264600,1
Thyroid Crisis,"Abdomen, Acute",C0040127,C0000727,1
